id	comma-separated identified biomolecules	patent name	patent title	patent abstract
37897447	recombinant fusion protein,fusion protein	EP2441838	Fusion proteins that contain natural junctions	A method for preparing recombinant fusion proteins that comprise at least one natural junction is described. Fusion proteins that contain at least one natural junction have reduced potential for immunogenicity, improved stability, reduced tendency to aggregate, improved expression and/or improved production yields relative to conventional fusion proteins. Novel fusion proteins that comprise at least one natural junction, compositions comprising the fusion proteins and methods of using the proteins are also disclosed.
37899306	target domain,cancer antigen,verotoxin bsubunit mutant,bloodbrain barrier antigen,multimerization domain,antibody,antibody fragment,cargo molecule	US20090233357	Targeted Delivery of Compounds Using Multimerization Technology	There is disclosed herein subunits and multimers of subunits suitable for use in inducing the transport of one or more cargo substances into a cell and in some instances across a cell. The subunits may have a targeting domain such a antibody or antibody fragment, a multimerization domain, such as a verotoxin B-subunit mutant scaffold, and a cargo molecule such as a drug or imaging agent, which may be directly linked to the subunit or may be packaged in a liposome, nanoparticle, or the like. In some instances the targeting domain may have affinity for a blood-brain barrier antigen and may be capable of inducing cell mediated transcytosis to facilitate delivery of the cargo molecule across the blood-brain barrier. In some instances the targeting region may have affinity for a cancer antigen and may be capable of inducing cell-mediated endocytosis.
38028503	il4,interleukin13,interleukin4,il13	WO2007085815	LIGANDS THAT BIND IL-4 AND/OR IL-13	Disclosed are ligands that have binding specificity for interleukin-4 (IL-4), for interleukin-13 (IL-13), or for IL-4 and IL-13. Also disclosed are methods of using these ligands. In particular, the use of these ligands for treating allergic asthma is described.
38117033		WO2007118670	DP-78-LIKE NANOBODIES	The present invention relates to Nanobodies\u00ae that have a high degree of sequence homology with human variable domain sequences from the VH4 class and in particular with human DP-78 sequences, polypeptides containing such Nanobodies\u00ae, nucleic acids encoding such Nanobodies\u00ae and polypeptides, and uses thereof.
38256663	epidermal growth factor receptor,vascular endothelial growth factor,egfr,vegf	US7696320	Ligands that have binding specificity for VEGF and/or EGFR and methods of use therefor	Disclosed are ligands that have binding specificity for vascular endothelial growth factor (VEGF), for epidermal growth factor receptor (EGFR), or for VEGF and EGFR. Also disclosed are methods of using these ligands. In particular, the use of these ligands for cancer therapy is described.
38421452	amino acid sequence,interleukin6,il6	WO2007104529	AMINO ACID SEQUENCES DIRECTED AGAINST IL-6 AND POLYPEPTIDES COMPRISING THE SAME FOR THE TREATMENT OF DISEASES AND DISORDERS ASSOCIATED WITH IL-6-MEDIATED SIGNALLING	The present invention relates to amino acid sequences that are directed against interleukin-6 (IL-6), as well as to compounds or constructs, and in particular proteins and polypeptides that comprise or essentially consist of one or more such amino acid sequences. The invention also relates to nucleic acids encoding such amino acid sequences and polypeptides to methods for preparing such amino acid sequences and polypeptides; to host cells expressing or capable of expressing such amino acid sequences or polypeptides; to compositions, and in particular to pharmaceutical compositions, that comprise such amino acid sequences, polypeptides, nucleic acids and/or host cells; and to uses of such amino acid sequences, polypeptides, nucleic acids, host cells and/or compositions, in particular for prophylactic, therapeutic or diagnostic purposes.
38437750	heavychain only antibodies,vh heavy chainonly antibody	US20160295843	Allelic Exclusion	The present invention relates to a method for the generation of VH heavy chain-only antibodies in a transgenic non-human mammal. In particular, the present invention relates to a method for the production of a VH heavy chain-only antibody in a transgenic non-human mammal comprising the step of expressing more than one heterologous VH heavy chain locus in that mammal.
38442600	antibodies,antibody	WO2008122441	ANTI-AMYLOID ANTIBODIES AND THEIR USE IN DIAGNOSIS AND THERAPY OF AMYLOID DISEASES	The invention concerns antibodies to amyloid fibrillar and non-fibrillar polypeptides. The invention further concerns the use of such antibodies in diagnosis, treatment and/or prevention of amyloid diseases. The present invention also provides preparations and methods for preventing and treating, in a mammal, a disease characterized by amyloid formation and/or aggregation, preferably by promoting a non-fibrillar aggregation.
38476921	vhh antibody,camelid singlechain antibody	US9387260	VHH antibodies used as peptide vectors for delivering a substance of interest	Use of a variable fragment (VHH antibody) of a camelid single-chain antibody for the preparation of a peptide vector for delivering a substance of interest across the blood-brain barrier or into a cell.
38477256	albuminderived amino acid sequence,therapeutic protein	WO2007112940	ALBUMIN-DERIVED AMINO ACID SEQUENCE, USE THEREOF FOR INCREASING THE HALF-LIFE OF THERAPEUTIC PROTEINS AND OF OTHER THERAPEUTIC COMPOUNDS AND ENTITIES, AND CONSTRUCTS COMPRISING THE SAME	The present invention relates to albumin-derived amino acid sequences that can be used to increase the half-life of therapeutic proteins and of other therapeutic compounds and entities.
38521104	oligomeric form,camelid singledomain antibody	WO2009004494	USE OF A CAMELID SINGLE-DOMAIN ANTIBODY FOR DETECTING AN OLIGOMERIC FORM OF AN AMYLOID BETA PEPTIDE AND ITS APPLICATIONS	Use of camelid single-domain antibodies for detecting an oligomeric form of the amyloid \u00df peptide 42 and their therapeutic and diagnostic applications.
38570971	camelid single heavychain antibody,h2a,singledomain antibody,vhh,camelid light chain	WO2014202745	CAMELID SINGLE HEAVY-CHAIN ANTIBODY DIRECTED AGAINST CHROMATIN AND USES OF SAME	The invention concerns a polypeptide comprising a single-domain antibody directed against chromatin, derived from a heavy-chain antibody naturally devoid of a camelid light chain (VHH) and capable of binding specifically with a complex of H2A and H2B histones. This polypeptide is particularly suitable for detecting / viewing chromatin in real time, without interfering with the rate of cell proliferation.
38712205	amino acid sequence,serum albumin,serum albumin binding protein,serum albumin molecule	US20070269422	Serum albumin binding proteins with long half-lives	The present invention relates to amino acid sequences that are capable of binding to serum albumin; to compounds, proteins and polypeptides comprising or essentially consisting of such amino acid sequences; to nucleic acids that encode such amino acid sequences, proteins or polypeptides; to compositions, and in particular pharmaceutical compositions, that comprise such amino acid sequences, proteins and polypeptides; and to uses of such amino acid sequences, proteins and polypeptides. Particularly, the amino acid sequences and compounds of the present invention bind to or otherwise associate with serum albumin in such a way that, when the amino acid sequence or compound is bound to or otherwise associated with a serum albumin molecule in a primate, it exhibits a serum half-life of at least 50% of the natural half-life of serum albumin in said primate.
